"shapeid","osm_id","name","highway","waterway","aerialway","barrier","man_made","z_order","other_tags" 
"713","8614965","Pacific Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""128236"",""width""=>""11.0"""
"714","254299035","NULL","path","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"715","81048856","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"716","81048857","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"717","254299036","NULL","footway","NULL","NULL","NULL","NULL","20","""bridge""=>""yes"",""foot""=>""yes"",""footway""=>""sidewalk"",""layer""=>""1"""
"718","8614967","Athens Terrace","residential","NULL","NULL","NULL","NULL","3","""access""=>""destination"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""109639"",""oneway""=>""no"",""surface""=>""unpaved"",""width""=>""6.1"""
"719","81048858","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"720","254299037","NULL","footway","NULL","NULL","NULL","NULL","20","""bridge""=>""yes"",""foot""=>""yes"",""footway""=>""sidewalk"",""layer""=>""1"""
"721","81048860","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"722","81048861","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"723","254299039","NULL","path","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"724","8614979","York Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""198351"",""oneway""=>""yes"",""width""=>""4.9"""
"725","81048863","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"726","254299041","Amherst Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""145472"",""width""=>""18.3"""
"727","8614980","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""162919"",""width""=>""10.7"""
"728","81048864","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"729","255453927","Bonair Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""yes"",""condition""=>""good"",""foot""=>""yes"",""lanes""=>""2"",""massgis:way_id""=>""144739"",""oneway""=>""no"",""surface""=>""asphalt"",""width""=>""12.2"""
"730","8614984","Prescott Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""197445"",""oneway""=>""yes"",""width""=>""11.6"""
"731","24054354","Sidney Street Extension","secondary","NULL","NULL","NULL","NULL","6","""bicycle""=>""designated"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""oneway""=>""no"""
"732","255479500","Glen Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""154502"",""oneway""=>""yes"",""width""=>""12.2"""
"733","8614985","Kinnaird Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""173714"",""oneway""=>""yes"",""width""=>""12.2"""
"734","24054355","Main Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""cycleway""=>""lane"",""lanes""=>""3"",""lanes:backward""=>""1"",""lanes:forward""=>""2"",""massgis:ref""=>""0 N323"",""massgis:way_id""=>""147645"",""turn:lanes:forward""=>""through|right"",""width""=>""21"
"735","81048868","New Hampshire Route Main Line","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""no"",""gauge""=>""1435"",""railway""=>""rail"",""railway:traffic_mode""=>""passenger"",""usage""=>""main"""
"736","255479501","Pearl Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""165587"",""width""=>""12.2"""
"737","8614986","Dickinson Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""150146"",""width""=>""4.9"""
"738","24438099","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"739","24493995","12","NULL","NULL","NULL","NULL","NULL","0","""addr:housename""=>""Building 12"",""alt_name""=>""Building 12"",""campusbuilding""=>""yes"",""demolished:building""=>""university"",""ref""=>""12"""
"740","24576755","Tremont Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""165833"",""oneway""=>""yes"",""width""=>""11.6"""
"741","81049053","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"742","8614989","Perry Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""142510"",""oneway""=>""yes"",""width""=>""12.2"""
"743","81049949","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"744","24847780","Norfolk Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""171727"",""width""=>""12.2"""
"745","81049950","Fitchburg Main Line","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""line""=>""Commuter"",""note:old_railway_operator""=>""Fitchburg"",""old_railway_operator""=>""B&M"",""railway""=>""rail"",""railway:traffic_mode""=>""passenger"",""usage""=>""main"""
"746","24917825","Somerville Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""164573"",""width""=>""19.8"""
"747","8614993","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""161822"",""service""=>""parking_aisle"",""width""=>""4.9"""
"748","25348746","Memorial Drive","trunk","NULL","NULL","NULL","NULL","8","""NHS""=>""yes"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""144604"",""oneway""=>""yes"",""ref""=>""US 3"",""width""=>""15.2"""
"749","81049951","NULL","NULL","NULL","NULL","NULL","NULL","25","""bridge""=>""yes"",""gauge""=>""1435"",""layer""=>""1"",""railway""=>""rail"",""railway:traffic_mode""=>""passenger"",""usage""=>""main"""
"750","25463547","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"751","8614994","Sullivan Place","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""180458"",""surface""=>""unpaved"",""width""=>""3.0"""
"752","81049952","Fitchburg Main Line","NULL","NULL","NULL","NULL","NULL","5","""line""=>""Commuter"",""note:old_railway_operator""=>""Fitchburg"",""old_railway_operator""=>""B&M"",""railway""=>""rail"""
"753","25477278","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:way_id""=>""213268"",""oneway""=>""yes"",""orig_name""=>""Allston Toll Plaza"",""toll""=>""yes"""
"754","81049953","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""siding"""
"755","25482039","NULL","construction","NULL","NULL","NULL","NULL","0","""access""=>""no"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""construction""=>""trunk_link"",""hgv""=>""no"",""lanes""=>""1"",""massgis:way_id""=>""175887"",""ref""=>""MA 3"",""width""=>""21.3"""
"756","25482148","Cambridge Street","secondary","NULL","NULL","NULL","NULL","-14","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""layer""=>""-1"",""massgis:way_id""=>""179248"",""oneway""=>""yes"",""tunnel""=>""yes"",""width""=>""21.3"""
"757","81049955","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""railway:traffic_mode""=>""passenger"",""usage""=>""main"""
"758","25482151","Cambridge Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""179248"",""oneway""=>""yes"",""width""=>""21.3"""
"759","8614998","Hurley Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""193474"",""width""=>""15.2"""
"760","25482156","Cambridge Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""179248"",""oneway""=>""yes"",""width""=>""21.3"""
"761","8614999","Hampshire Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:ref""=>""0 N324"",""massgis:way_id""=>""166947"",""width""=>""20.7"""
"762","25590130","NULL","service","NULL","NULL","NULL","NULL","0","""oneway""=>""yes"""
"763","25590141","NULL","service","NULL","NULL","NULL","NULL","0","""oneway""=>""yes"""
"764","25590181","NULL","trunk_link","NULL","NULL","NULL","NULL","8","""oneway""=>""yes"""
"765","25590510","Norfolk Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""171727"",""width""=>""12.2"""
"766","8615004","Auburn Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""207310"",""oneway""=>""yes"",""surface""=>""paved"",""width""=>""12.2"""
"767","257681343","McGrath Highway","trunk","NULL","NULL","NULL","NULL","18","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""150162"",""maxspeed""=>""40 mph"",""oneway""=>""yes"",""ref""=>""MA 28"",""source:maxspeed""=>""massgis"",""width""=>""45.7"""
"768","81049960","Beacon Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""condition""=>""good"",""cycleway""=>""shared_lane"",""lanes""=>""3"",""lanes:backward""=>""1"",""lanes:forward""=>""2"",""massgis:ref""=>""0 N324"",""massgis:way_id""=>""143237"""
"769","258345897","John F. Kennedy Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N326"",""massgis:way_id""=>""147247"",""oneway""=>""no"",""width""=>""19.8"""
"770","8615007","Windsor Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""157207"",""width""=>""15.2"""
"771","25888812","Green Line","NULL","NULL","NULL","NULL","NULL","5","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""colour""=>""#00ff00"",""line""=>""Green"",""massgis:geom_id""=>""10"",""railway""=>""light_rail"""
"772","25888814","Green Line","NULL","NULL","NULL","NULL","NULL","5","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""colour""=>""#00ff00"",""line""=>""Green"",""massgis:geom_id""=>""10"",""railway""=>""light_rail"""
"773","8615008","Roberts Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""intolerable"",""lanes""=>""1"",""massgis:way_id""=>""127352"",""oneway""=>""yes"",""width""=>""12.2"""
"774","25888867","Gore Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""149611"",""oneway""=>""yes"",""width""=>""15.2"""
"775","26284986","Memorial Drive","trunk","NULL","NULL","NULL","NULL","8","""NHS""=>""yes"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""144604"",""oneway""=>""yes"",""ref""=>""US 3"",""width""=>""15.2"""
"776","323920752","Massachusetts Avenue Branch","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""no"",""lanes""=>""1"",""massgis:way_id""=>""193208"",""oneway""=>""yes"",""width""=>""20.1"""
"777","26284987","Memorial Drive","trunk","NULL","NULL","NULL","NULL","28","""NHS""=>""yes"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""deficient"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""144604"",""oneway""=>""yes"",""ref""=>""US 3"",""width""=>""15.2"""
"778","8615010","Fayette Park","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""157150"",""width""=>""6.1"""
"779","26284989","Memorial Drive","trunk","NULL","NULL","NULL","NULL","28","""NHS""=>""yes"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""deficient"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""144604"",""oneway""=>""yes"",""ref""=>""US 3"",""width""=>""15.2"""
"780","26404830","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:way_id""=>""213268"",""oneway""=>""yes"",""orig_name""=>""Allston Toll Plaza"",""toll""=>""yes"""
"781","323920753","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""193208"",""oneway""=>""yes"",""ref""=>""MA 2A"",""width""=>""16.5"""
"782","26404831","Massachusetts Turnpike","motorway","NULL","NULL","NULL","NULL","29","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""no"",""bridge""=>""yes"",""condition""=>""good"",""foot""=>""no"",""hazmat""=>""no"",""hgv""=>""designated"",""horse""=>""no"",""lanes""=>""4"",""layer""=>""1"",""massgis:way_id""=>""122484"",""maxspeed"
"783","26404833","NULL","motorway_link","NULL","NULL","NULL","NULL","29","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""good"",""lanes""=>""1"",""layer""=>""1"",""massgis:way_id""=>""213268"",""oneway""=>""yes"",""orig_name""=>""Allston Toll Plaza"",""toll""=>""yes"""
"784","324172842","NULL","service","NULL","NULL","NULL","NULL","0","""access""=>""destination"",""service""=>""parking_aisle"""
"785","26404834","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""lanes""=>""1"",""oneway""=>""yes"",""toll""=>""yes"""
"786","26404835","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hazmat""=>""designated"",""lanes""=>""1"",""massgis:way_id""=>""213268"",""oneway""=>""yes"",""orig_name""=>""Allston Toll Plaza"",""toll""=>""yes"""
"787","8615014","Felton Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""179126"",""oneway""=>""yes"",""width""=>""12.2"""
"788","8615015","Bent Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""192911"",""oneway""=>""yes"",""width""=>""14.3"""
"789","26404844","Cambridge Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""3"",""massgis:ref""=>""0 N081"",""massgis:way_id""=>""183685"",""oneway""=>""yes"",""sidewalk""=>""right"",""width""=>""23.2"""
"790","8615017","Hews Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""208669"",""width""=>""12.2"""
"791","27778622","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""3"",""lanes:backward""=>""2"",""lanes:forward""=>""1"",""massgis:way_id""=>""193208"",""ref""=>""MA 2A"",""turn:lanes:back"
"792","8615019","Inman Street","unclassified","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""110943"",""oneway""=>""yes"",""width""=>""12.2"""
"793","27778682","NULL","trunk_link","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hgv""=>""no"",""lanes""=>""1"",""massgis:way_id""=>""144604"",""oneway""=>""yes"",""start_date""=>""05/08/2004"",""width""=>""30.5"""
"794","27778685","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""cycleway""=>""lane"",""lanes""=>""4"",""massgis:way_id""=>""193208"",""ref""=>""MA 2A"",""width""=>""24.4"""
"795","8615021","Bryant Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""153516"",""width""=>""12.2"""
"796","27785071","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""4"",""massgis:way_id""=>""155299"",""ref""=>""MA 2A"",""width""=>""29.0"""
"797","27844130","Essex Street","primary","NULL","NULL","NULL","NULL","27","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""good"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""209801"",""oneway""=>""yes"",""ref""=>""MA 2"",""width""=>""21.3"""
"798","28585443","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"",""surface""=>""asphalt"""
"799","28603307","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"",""surface""=>""dirt"""
"800","28616445","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"801","81049979","Somerville Substation","NULL","NULL","NULL","fence","NULL","0","""frequency""=>""60"",""location""=>""outdoor"",""operator""=>""Boston Edison"",""power""=>""substation"",""substation""=>""distribution"",""voltage""=>""115000"""
"802","28616447","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"803","8615044","Montague Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""118944"",""width""=>""12.2"""
"804","28616448","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"805","81049980","NULL","service","NULL","NULL","NULL","NULL","0","""access""=>""private"",""service""=>""driveway"""
"806","28616453","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"807","81049981","Webster Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""132257"",""oneway""=>""yes"",""width""=>""15.2"""
"808","28616454","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"809","8615057","Allston Court","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""190739"",""surface""=>""unpaved"",""width""=>""3.7"""
"810","28616456","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"811","81049983","Newton Street","tertiary","NULL","NULL","NULL","NULL","24","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""good"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""209000"",""width""=>""7.9"""
"812","28616457","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"813","8615059","Cresto Terrace","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""114609"",""width""=>""8.5"""
"814","28616458","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"815","28616459","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"816","325811153","Cummington Mall","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""foot""=>""yes"",""lanes""=>""2"",""massgis:way_id""=>""115043"",""oneway""=>""yes"",""service""=>""emergency_access"",""sidewalk""=>""both"",""width""=>""15.2"""
"817","28616460","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"818","28616462","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"819","325811198","Granby Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""196243"",""oneway""=>""yes"",""width""=>""18.3"""
"820","28616464","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"821","8615064","Garden Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lanes:backward""=>""3"",""lanes:forward""=>""1"",""massgis:ref""=>""0 N153"",""massgis:way_id""=>""200598"",""turn:lanes:backward""=>""through|through|right"",""w"
"822","28616465","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"823","28616469","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"824","325811288","Blandford Mall","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""foot""=>""yes"",""lanes""=>""2"",""massgis:way_id""=>""182975"",""rcn_ref""=>""1"",""service""=>""emergency_access"",""sidewalk""=>""both"",""surface""=>""paved"",""width""=>""15.9"""
"825","28616470","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"826","8615066","Harris Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""179596"",""width""=>""9.8"""
"827","28616471","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"828","28616472","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"829","325811605","Commonwealth Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""190260"",""oneway""=>""yes"",""ref""=>""US 20"",""width""=>""47.0"""
"830","28616473","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"831","8615067","Hancock Park","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""123369"",""width""=>""7.3"""
"832","28616477","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"833","28616478","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"834","325811606","Beacon Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""186656"",""oneway""=>""yes"",""ref""=>""MA 2"",""width""=>""30.2"""
"835","28616480","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"836","28616485","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"837","28616493","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"838","28631895","Vassar Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""condition""=>""fair"",""cycleway""=>""track"",""lanes""=>""2"",""massgis:way_id""=>""128520"",""width""=>""17.1"""
"839","28632018","Binney Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""110569"",""oneway""=>""yes"",""width""=>""14.9"""
"840","8615075","Wadsworth Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""152600"",""motor_vehicle""=>""yes"",""oneway""=>""no"",""width""=>""14.6"""
"841","259482627","NULL","NULL","NULL","NULL","NULL","NULL","0","""artwork_type""=>""mural"",""tourism""=>""artwork"""
"842","259482628","NULL","NULL","NULL","NULL","NULL","NULL","0","""artwork_type""=>""mural"",""tourism""=>""artwork"""
"843","8615076","Line Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""117776; 194509"",""oneway""=>""yes"",""width""=>""9.8"""
"844","28706723","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"845","28706727","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"846","8615077","York Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""198351"",""oneway""=>""yes"",""width""=>""15.2"""
"847","28706729","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"848","28706730","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"849","8615078","Palmer Street","living_street","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""200506"",""oneway""=>""yes"",""surface""=>""block"",""width""=>""9.1"""
