"shapeid","osm_id","name","highway","waterway","aerialway","barrier","man_made","z_order","other_tags" 
"2268","8643861","Robin Hood Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""123209"",""width""=>""12.2"""
"2269","8643866","Huntington Avenue","primary","NULL","NULL","NULL","NULL","7","""NHS""=>""yes"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""143124"",""oneway""=>""yes"",""ref""=>""MA 9"",""width""=>""24.4"""
"2270","8643878","Columbia Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""141908"",""width""=>""24.4"""
"2271","8643882","Lothrop Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""146746"",""oneway""=>""yes"",""width""=>""7.3"""
"2272","8643891","NULL","steps","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""incline""=>""up"",""lit""=>""no"",""massgis:way_id""=>""35"",""surface""=>""unpaved"""
"2273","8643900","NULL","primary_link","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""lanes""=>""1"",""massgis:way_id""=>""126258"",""oneway""=>""yes"",""start_date""=>""05/01/2005"""
"2274","8643901","Maywood Terrace","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""164723"",""surface""=>""unpaved"",""width""=>""5.8"""
"2275","8643907","Trapelo Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""134198"",""oneway""=>""yes"",""width""=>""9.1"""
"2276","8643909","Nonantum Road","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""145866"",""oneway""=>""yes"",""width""=>""18.3"""
"2277","8643915","Hadassah Way","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""167464"",""width""=>""14.6"""
"2278","8643916","Hancock Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""124940"",""oneway""=>""yes"",""width""=>""12.8"""
"2279","8643924","Haskell Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""148785"",""oneway""=>""yes"",""width""=>""9.1"""
"2280","8643941","Platt Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""141126"",""width""=>""9.1"""
"2281","8643944","Prince Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""202775"",""oneway""=>""yes"",""width""=>""9.1"""
"2282","8643951","Yarmouth Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""201025"",""oneway""=>""yes"",""width""=>""14.0"""
"2283","8643961","Wesley Place","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""174130"",""width""=>""3.7"""
"2284","8643962","NULL","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2285","8643968","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"2286","8643974","Everett Avenue","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""166070"",""oneway""=>""yes"",""width""=>""12.2"""
"2287","8643977","Sargent Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""207964"",""width""=>""12.2"""
"2288","8643985","Harvard Square","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""175326"",""service""=>""alley"",""width""=>""10.4"""
"2289","8643994","Faneuil Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""187424"",""width""=>""17.1"""
"2290","8644001","Woods Place","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:way_id""=>""152513"",""service""=>""alley"",""width""=>""3.7"""
"2291","8644008","Stark Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""151598"",""width""=>""9.1"""
"2292","8644013","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""214288"",""orig_name""=>""Ramp - Massport Haul Road To Rt 90 Eb"""
"2293","8644042","Langley Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""168935"",""width""=>""11.6"""
"2294","8644050","Mckay Place","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""190223"",""width""=>""15.5"""
"2295","8644052","NULL","tertiary_link","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""oneway""=>""yes"",""width""=>""13.4"""
"2296","8644055","Rutherford Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hazmat""=>""designated"",""lanes""=>""3"",""massgis:ref""=>""0 N145"",""massgis:way_id""=>""213851"",""oneway""=>""yes"",""ref""=>""MA 38"",""sidewalk""=>""right"""
"2297","8644060","Massachusetts Turnpike","motorway","NULL","NULL","NULL","NULL","29","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""no"",""bridge""=>""yes"",""foot""=>""no"",""hazmat""=>""no"",""hgv""=>""designated"",""horse""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""198010"",""maxspeed""=>""45 mph"",""oneway""=>""yes"",""ref""=>""I 90"",""sidewalk""=>""none"",""start_date""=>""25/01/2005"",""toll""=>""yes"",""width""=>""30.2"""
"2298","8644062","Portsmouth Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""191589"",""width""=>""9.1"""
"2299","8644064","Massachusetts Turnpike","motorway","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""no"",""condition""=>""good"",""foot""=>""no"",""hazmat""=>""no"",""hgv""=>""designated"",""horse""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""198010"",""maxspeed""=>""45 mph"",""oneway""=>""yes"",""ref""=>""I 90"",""sidewalk""=>""none"",""start_date""=>""05/01/2005"",""toll""=>""yes"",""width""=>""30.2"""
"2300","8644066","New Cedar Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2301","8644069","Agassiz Road","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N151"",""massgis:way_id""=>""203903"",""oneway""=>""yes"",""width""=>""17.1"""
"2302","8644072","Newcomb Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""124392"",""width""=>""9.1"""
"2303","8644075","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2304","8644079","North Beacon Street","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:way_id""=>""141540"",""oneway""=>""yes"",""ref""=>""US 20"",""width""=>""15.9"""
"2305","8644084","East Fourth Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""152046"",""width""=>""15.2"""
"2306","8644087","Newbury Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""126665"",""oneway""=>""yes"",""width""=>""25.3"""
"2307","8644116","NULL","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2308","8644117","Kenmore Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""159812"",""oneway""=>""yes"",""source:name""=>""Tiger 2013"",""width""=>""12.8"""
"2309","8644119","Cottage Court","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""156724"",""width""=>""5.5"""
"2310","8644144","NULL","motorway_link","NULL","NULL","NULL","NULL","29","""access""=>""hov"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""hov""=>""designated"",""lanes""=>""1"",""layer""=>""1"",""massgis:way_id""=>""214285"",""oneway""=>""yes"",""start_date""=>""02/12/2004"",""toll""=>""no"""
"2311","8644146","Baxter Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""165980"",""width""=>""9.1"""
"2312","8644184","Regal Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""205374"",""width""=>""11.6"""
"2313","8644185","NULL","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2314","8644188","Grove Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""188711"",""width""=>""12.2"""
"2315","8644192","Norway Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""122295"",""oneway""=>""yes"",""width""=>""12.8"""
"2316","8644204","Humphreys Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""206717"",""oneway""=>""yes"",""width""=>""10.4"""
"2317","8644213","Parker Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""188545"",""width""=>""15.9"""
"2318","8644223","Temple Place","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""196514"",""oneway""=>""yes"",""width""=>""12.8"""
"2319","8644232","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""hazmat""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""213634"",""oneway""=>""yes"",""start_date""=>""01/11/2004"""
"2320","8644235","Woodville Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""211320"",""oneway""=>""yes"",""width""=>""12.2"""
"2321","8644240","Armington Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""180840"",""oneway""=>""yes"",""width""=>""9.1"""
"2322","8644262","NULL","tertiary_link","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"",""oneway""=>""yes"""
"2323","8644263","Short Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""131437"",""oneway""=>""yes"",""width""=>""10.4"""
"2324","8644264","Antwerp Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""127056"",""width""=>""12.2"""
"2325","8644278","Elm Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""171534"",""oneway""=>""yes"",""width""=>""11.6"""
"2326","8644280","Park Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""127444"",""oneway""=>""yes"",""width""=>""16.5"""
"2327","8644286","Orchard Park Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""174960"",""oneway""=>""yes"",""width""=>""12.2"""
"2328","8644287","NULL","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2329","8644313","Henshaw Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""113067"",""width""=>""11.6"""
"2330","8644315","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2331","8644320","Public Alley 429","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""141716"",""service""=>""alley"",""width""=>""4.9"""
"2332","8644321","General Jozef Pilsudski Way","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:way_id""=>""210893"",""oneway""=>""yes"",""width""=>""6.1"""
"2333","8644331","Scottfield Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""146091"",""width""=>""12.2"""
"2334","8644332","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2335","8644334","Airport Road - Departures Level","trunk","NULL","NULL","NULL","NULL","28","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""massgis:ref""=>""0 N351"",""massgis:way_id""=>""197607"",""oneway""=>""yes"""
"2336","8644336","Doris Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""108545"",""oneway""=>""yes"",""width""=>""10.4"""
"2337","8644340","Michael Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""152395"",""width""=>""7.3"""
"2338","8644342","Lake Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""yes"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""150723"",""oneway""=>""yes"",""width""=>""8.8"""
"2339","8644344","Kempton Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""111959"",""width""=>""12.8"""
"2340","8644346","Southeast Expressway","motorway","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""no"",""condition""=>""fair"",""foot""=>""no"",""hgv""=>""designated"",""horse""=>""no"",""lanes""=>""4"",""massgis:way_id""=>""202383"",""maxspeed""=>""55 mph"",""official_name""=>""General Casimir Pulaski Skyway"",""oneway""=>""yes"",""ref""=>""I 93;US 1;MA 3"",""sidewalk""=>""none"",""width""=>""61.0"""
"2341","8644358","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2342","8644372","NULL","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2343","8644374","Cambridge Street","secondary","NULL","NULL","NULL","NULL","26","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""good"",""lanes""=>""2"",""layer""=>""1"",""massgis:ref""=>""0 N081"",""massgis:way_id""=>""183685"",""oneway""=>""yes"",""sidewalk""=>""right"",""width""=>""23.2"""
"2344","8644380","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2345","8644381","Myrick Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""211356"",""oneway""=>""yes"",""width""=>""12.2"""
"2346","8644383","Charles River Avenue","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""197803"",""width""=>""12.8"""
"2347","8644396","Pilgrim Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""185566"",""oneway""=>""no"",""width""=>""12.2"""
"2348","8644397","NULL","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2349","8644398","Roxbury Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""158494"",""oneway""=>""yes"",""width""=>""18.3"""
"2350","8644402","Harborside Drive","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""lanes""=>""4"",""massgis:way_id""=>""214003"",""oneway""=>""no"",""surface""=>""asphalt"""
"2351","8644404","Linwood Square","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""150816"",""surface""=>""unpaved"",""width""=>""7.6"""
"2352","8644406","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""hazmat""=>""no"",""lanes""=>""1"",""massgis:way_id""=>""213634"",""oneway""=>""yes"",""start_date""=>""01/11/2004"""
"2353","8644408","Edison Green","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""oneway""=>""yes"""
"2354","8644409","NULL","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2355","8644410","Parsons Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""massgis:way_id""=>""129394"",""oneway""=>""yes"",""width""=>""12.2"""
"2356","8644414","Pond Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""164924"",""oneway""=>""yes"",""width""=>""11.9"""
"2357","8644416","East Seventh Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""134125"",""oneway""=>""no"",""width""=>""15.2"""
"2358","8644417","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2359","8644418","Edinboro Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""181407"",""oneway""=>""yes"",""width""=>""13.4"""
"2360","8644421","Strathmore Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""130731"",""oneway""=>""yes"",""width""=>""11.0"""
"2361","8644422","Hoffman Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""124398"",""width""=>""10.4"""
"2362","8644423","Glover Court","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""131052"",""width""=>""6.1"""
"2363","8644424","Parker Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""113149"",""oneway""=>""yes"",""width""=>""11.6"""
"2364","8644426","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"",""old_name""=>""Allstate Road"""
"2365","8644429","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2366","8644432","East Eagle Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""172176"",""width""=>""14.9"""
"2367","8644435","John F. Fitzgerald Expressway","motorway","NULL","NULL","NULL","NULL","-21","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""no"",""condition""=>""good"",""foot""=>""no"",""hazmat""=>""no"",""hgv""=>""designated"",""horse""=>""no"",""layer""=>""-2"",""massgis:way_id""=>""203406"",""maxspeed""=>""35 mph"",""oneway""=>""yes"",""ref""=>""I 93;US 1;MA 3"",""sidewalk""=>""none"",""tunnel""=>""yes"",""width""=>""30.5"""
"2368","8644436","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2369","8644437","Charles Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N409"",""massgis:way_id""=>""128853"",""oneway""=>""yes"",""width""=>""19.5"""
"2370","8644439","Bartlett Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""131037"",""oneway""=>""yes"",""width""=>""11.6"""
"2371","8644440","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2372","8644441","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2373","8644444","Gurney Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""116165"",""oneway""=>""yes"",""width""=>""12.2"""
"2374","8644446","Lamartine Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""168239"",""width""=>""15.2"""
"2375","8644447","NULL","motorway_link","NULL","NULL","NULL","NULL","9","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""lanes""=>""2"",""massgis:way_id""=>""213652"",""oneway""=>""yes"",""orig_name""=>""Ramp - Rt 1 Sb To Rutherford Avenue"",""ramp""=>""yes"",""start_date""=>""29/10/2004"",""toll""=>""yes"",""turn:lanes""=>""left|left"""
"2376","8644461","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"2377","8644463","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2378","8644466","Theodore Glynn Way","secondary_link","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""134887"",""oneway""=>""yes"",""width""=>""24.4"""
"2379","8644468","Ludlow Street","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""182097"",""service""=>""alley"",""surface""=>""block"",""width""=>""4.9"""
"2380","8644471","Prince Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""202775"",""oneway""=>""yes"",""width""=>""7.9"""
