shapeid,osm_id,name,highway,waterway,aerialway,barrier,man_made,z_order,other_tags
190,8615409,Third Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""182982"",""width""=>""18.6"""
191,172053675,NULL,steps,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
192,8615410,Palermo Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""190861"",""width""=>""12.2"""
193,435077011,NULL,steps,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"",""incline""=>""down"""
194,172054331,NULL,service,NULL,NULL,NULL,NULL,0,"""access""=>""private"",""bicycle""=>""permissive"",""foot""=>""permissive"""
195,435077013,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
196,172054332,NULL,service,NULL,NULL,NULL,NULL,-20,"""access""=>""private"",""bicycle""=>""permissive"",""foot""=>""permissive"",""layer""=>""-1"",""tunnel""=>""yes"""
197,435077014,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
198,172058431,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
199,435077015,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
200,172058432,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
201,33795330,Norfolk Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""171727"",""oneway""=>""yes"",""width""=>""12.2"""
202,435077016,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
203,172058433,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
204,435077018,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
205,8615419,Albany Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""148710"",""width""=>""14.6"""
206,172058632,NULL,steps,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"",""incline""=>""up"""
207,435077019,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
208,33795680,Cambridge Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""179248"",""width""=>""21.3"""
209,172058633,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
210,8615421,Rogers Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""175769"",""oneway""=>""yes"",""width""=>""15.2"""
211,435077020,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
212,172059672,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
213,435077021,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
214,435077023,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
215,435077024,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
216,435077026,NULL,steps,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"",""incline""=>""up"""
217,435077027,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
218,8615426,Harold Place,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""142478"",""surface""=>""unpaved"",""width""=>""4.6"""
219,435077028,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
220,435077029,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
221,435079132,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
222,243107429,Monsignor O'Brien Highway,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:way_id""=>""159753"",""old_ref""=>""SR 3"",""oneway""=>""yes"",""ref""=>""MA 28"",""width""=>""30.5"""
223,435079133,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
224,435079134,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
225,379698390,Massachusetts Avenue,primary,NULL,NULL,NULL,NULL,7,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""cycleway""=>""lane"",""lanes""=>""4"",""massgis:way_id""=>""193208"",""ref""=>""MA 2A"",""width""=>""24.4"""
226,435081076,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""up"""
227,435102491,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
228,243332868,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
229,435102492,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
230,435102493,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
231,8615440,Lopez Avenue,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""148743"",""width""=>""12.2"""
232,243332871,NULL,steps,NULL,NULL,NULL,NULL,0,NULL
233,435102494,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
234,435102495,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
235,8615441,Union Terrace,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""147656"",""width""=>""4.9"""
236,435102496,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
237,243332872,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
238,435102497,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
239,435102498,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
240,435102499,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
241,435102503,Compton Court,service,NULL,NULL,NULL,NULL,0,"""access""=>""private"""
242,243332874,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
243,435105967,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
244,435105968,NULL,steps,NULL,NULL,NULL,NULL,0,"""incline""=>""down"""
245,243332876,NULL,steps,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"""
246,8647657,Monsignor O'Brien Highway,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""3"",""massgis:way_id""=>""159753"",""oneway""=>""yes"",""ref""=>""MA 28"",""width""=>""30.5"""
247,243332878,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
248,243332879,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
249,8615457,Plymouth Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""107272"",""oneway""=>""yes"",""width""=>""12.2"""
250,382228674,Mystic - Somerville - Brighton,NULL,NULL,NULL,NULL,NULL,0,"""cables""=>""6"",""circuits""=>""2"",""frequency""=>""60"",""location""=>""underground"",""power""=>""cable"",""ref""=>""510;511"",""voltage""=>""115000"""
251,8615466,Hayward Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""186408"",""width""=>""13.4"""
252,89784393,Red Line,NULL,NULL,NULL,NULL,NULL,35,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""colour""=>""#ff0000"",""electrified""=>""rail"",""frequency""=>""0"",""gauge""=>""1435"",""layer""=>""2"",""line""=>""Red"",""massgis:geom_id""=>""78"",""railway""=>""subway"",""voltage""=>""60"
253,89784394,Land Boulevard,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""width""=>""18.9"""
254,244441557,NULL,construction,NULL,NULL,NULL,NULL,0,"""access""=>""no"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""construction""=>""trunk_link"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""145418"",""width""=>""15.2"""
255,89784395,Land Boulevard,trunk,NULL,NULL,NULL,NULL,28,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""yes"",""lanes""=>""3"",""layer""=>""1"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""width""=>""18.9"""
256,89784396,Land Boulevard,trunk,NULL,NULL,NULL,NULL,28,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""old_ref"
257,89785703,Land Boulevard,trunk,NULL,NULL,NULL,NULL,28,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""old_ref"
258,244444287,Longfellow Bridge,construction,NULL,NULL,NULL,NULL,30,"""access""=>""no"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""construction""=>""trunk"",""cycleway:left""=>""lane"",""cycleway:right""=>""opposite"",""foot""=>""no"",""lanes""=>""1"",""layer""=>""2"",""oneway""="
259,89785705,NULL,trunk_link,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hgv""=>""no"",""lanes""=>""1"",""massgis:way_id""=>""144604"",""oneway""=>""yes"",""width""=>""30.5"""
260,89785707,Land Boulevard,trunk,NULL,NULL,NULL,NULL,28,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""w"
261,244444288,Longfellow Bridge,trunk,NULL,NULL,NULL,NULL,38,"""access""=>""yes"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""yes"",""bridge""=>""yes"",""construction""=>""trunk"",""cycleway""=>""lane"",""foot""=>""yes"",""lanes""=>""1"",""layer""=>""2"",""massgis:way_id""=>""144604"",""motor_vehicle""=>"
262,89785708,Land Boulevard,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""old_ref""=>""SR 3"",""oneway""=>""yes"",""wi"
263,8615476,Otis Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""108462"",""width""=>""12.8"""
264,89785709,Land Boulevard,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""width""=>""18.9"""
265,89785711,Land Boulevard,trunk,NULL,NULL,NULL,NULL,28,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""w"
266,89785712,Land Boulevard,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""width""=>""18.9"""
267,8614574,Osborn Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""197226"",""width""=>""12.2"""
268,8615485,NULL,unclassified,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""49"""
269,34037036,Norfolk Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""171727"",""oneway""=>""yes"",""width""=>""12.2"""
270,8615487,Clary Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""132867"",""width""=>""11.6"""
271,34065677,Main Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""1"",""massgis:ref""=>""0 N323"",""massgis:way_id""=>""147645"",""oneway""=>""yes"",""width""=>""21.3"""
272,177774849,Harwell Drive,service,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""151862"",""width""=>""15.2"""
273,177774853,Lincoln Place,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""178502"",""surface""=>""unpaved"",""width""=>""6.1"""
274,177774856,NULL,path,NULL,NULL,NULL,NULL,0,NULL
275,8614582,Marcella Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""150887"",""oneway""=>""yes"",""width""=>""12.2"""
276,177774858,NULL,footway,NULL,NULL,NULL,NULL,0,"""surface""=>""ground"""
277,382537183,NULL,NULL,NULL,NULL,NULL,NULL,0,"""cables""=>""3"",""circuits""=>""2"",""frequency""=>""60"",""location""=>""underground"",""power""=>""cable"",""voltage""=>""115000"""
278,177774859,NULL,service,NULL,NULL,NULL,NULL,0,NULL
279,382537187,NULL,NULL,NULL,NULL,NULL,NULL,0,"""frequency""=>""60"",""location""=>""underground"",""power""=>""cable"",""voltage""=>""115000"""
280,177774861,NULL,path,NULL,NULL,NULL,NULL,0,NULL
281,382537190,Kendall Substation,NULL,NULL,NULL,NULL,NULL,0,"""frequency""=>""60"",""location""=>""outdoor"",""power""=>""substation"",""substation""=>""transmission"",""voltage""=>""115000"""
282,34079172,East Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""132004"",""width""=>""12.2"""
283,177774863,NULL,path,NULL,NULL,NULL,NULL,0,NULL
284,8614583,Land Boulevard,trunk,NULL,NULL,NULL,NULL,8,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""old_ref""=>""SR 3"",""oneway""=>""yes"",""wi"
285,177774865,NULL,path,NULL,NULL,NULL,NULL,0,NULL
286,177774866,NULL,path,NULL,NULL,NULL,NULL,0,NULL
287,177774868,NULL,path,NULL,NULL,NULL,NULL,0,NULL
288,177774869,NULL,path,NULL,NULL,NULL,NULL,0,NULL
289,177774870,NULL,path,NULL,NULL,NULL,NULL,0,NULL
290,177774872,NULL,service,NULL,NULL,NULL,NULL,0,NULL
291,177774873,NULL,path,NULL,NULL,NULL,NULL,0,NULL
292,8614585,Columbia Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""204646"",""maxspeed""=>""25 mph"",""source:maxspeed""=>""massgis"",""width""=>""14.9"""
293,177774875,NULL,path,NULL,NULL,NULL,NULL,0,NULL
294,383005632,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"",""footway""=>""sidewalk"""
295,279583575,Charles Park,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"",""motor_vehicle""=>""no"",""surface""=>""paved"""
296,177774877,NULL,footway,NULL,NULL,NULL,NULL,0,"""surface""=>""ground"""
297,177774878,NULL,path,NULL,NULL,NULL,NULL,0,NULL
298,383005633,NULL,footway,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""foot""=>""yes"",""footway""=>""sidewalk"",""massgis:way_id""=>""49"""
299,177774891,NULL,NULL,NULL,NULL,fence,NULL,0,NULL
300,177774892,NULL,NULL,NULL,NULL,fence,NULL,0,NULL
301,383005634,NULL,footway,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""foot""=>""yes"",""footway""=>""crossing"",""massgis:way_id""=>""49"""
302,177774938,NULL,NULL,NULL,NULL,fence,NULL,0,NULL
303,383005635,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
304,383005636,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
305,8614588,W Harrington Memorial Way,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""131901"",""width""=>""10.7"""
306,383005637,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"",""footway""=>""sidewalk"""
307,383005638,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
308,383005639,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""permissive"",""footway""=>""crossing"""
309,383005640,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
310,383005641,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
311,383005642,NULL,footway,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""footway""=>""crossing"",""massgis:way_id""=>""49"""
312,8614590,Norfolk Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""171727"",""oneway""=>""yes"",""width""=>""12.2"""
313,383005643,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
314,383005644,NULL,footway,NULL,NULL,NULL,NULL,0,"""access""=>""private"",""foot""=>""permissive"",""footway""=>""crossing"""
315,383005645,NULL,footway,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""footway""=>""crossing"",""massgis:way_id""=>""49"""
316,383005646,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
317,90709600,Deacon Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""165410"",""width""=>""9.8"""
318,383005647,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
319,8615520,Gardner Road,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""182462"",""width""=>""9.8"""
320,90714224,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"",""footway""=>""sidewalk"""
321,383005648,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
322,90719013,Broadway,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""5"",""lanes:backward""=>""3"",""lanes:forward""=>""2"",""massgis:ref""=>""0 N324"",""massgis:way_id""=>""206060"",""turn:lanes:backward""=>""left|t"
323,383005649,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
324,281861395,Cambridge Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""179248"",""oneway""=>""yes"",""width""=>""21.3"""
325,383005650,NULL,footway,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""foot""=>""yes"",""footway""=>""crossing"",""massgis:way_id""=>""49"""
326,383005652,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
327,383005655,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
328,383005657,NULL,footway,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""foot""=>""yes"",""footway""=>""crossing"",""massgis:way_id""=>""49"""
329,90758563,Grand Junction Running Track,NULL,NULL,NULL,NULL,NULL,5,"""old_railway_operator""=>""NYC"",""operator""=>""CSX"",""railway""=>""rail"""
330,383005660,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
331,90758564,Binney Street,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""110569"",""oneway""=>""yes"",""width""=>""14.9"""
332,383005663,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"",""footway""=>""crossing"""
333,90758565,Grand Junction Running Track,NULL,NULL,NULL,NULL,NULL,-5,"""old_railway_operator""=>""NYC"",""operator""=>""CSX"",""railway""=>""rail"",""tunnel""=>""yes"""
334,383005664,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"""
335,90758903,Galileo Galilei Way,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""width""=>""12.2"""
336,8615529,Hunting Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""210589"",""oneway""=>""yes"",""width""=>""11.0"""
337,383005665,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
338,383005666,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"",""footway""=>""crossing"""
339,383005667,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
340,383005668,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"",""footway""=>""crossing"""
341,383005669,NULL,footway,NULL,NULL,NULL,NULL,0,"""footway""=>""crossing"""
342,383005670,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"",""footway""=>""crossing"""
343,383005671,NULL,footway,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""foot""=>""yes"",""footway""=>""crossing"",""massgis:way_id""=>""49"""
344,340542803,Red Line,NULL,NULL,NULL,NULL,NULL,-15,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""colour""=>""#ff0000"",""electrified""=>""rail"",""frequency""=>""0"",""gauge""=>""1435"",""layer""=>""-1"",""line""=>""Red"",""massgis:geom_id""=>""79"",""railway""=>""subway"",""tunnel""=>""yes"",""voltage""=>""6"
345,383005672,NULL,footway,NULL,NULL,NULL,NULL,0,"""bicycle""=>""yes"",""footway""=>""crossing"""
346,57743634,Glassworks Avenue,residential,NULL,NULL,NULL,NULL,3,NULL
347,58336059,NULL,service,NULL,NULL,NULL,NULL,0,NULL
348,8614614,Market Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""127550"",""oneway""=>""yes"",""width""=>""12.2"""
349,287384437,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
350,91953221,NULL,NULL,NULL,NULL,NULL,NULL,0,"""addr:housenumber""=>""97"",""owner""=>""City of Cambridge Recreation Department"""
351,58336095,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
352,287519920,NULL,footway,NULL,NULL,NULL,NULL,0,NULL
353,58336162,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
354,288204892,NULL,service,NULL,NULL,NULL,NULL,0,NULL
355,58336184,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
356,383593826,Galileo Galilei Way,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""width""=>""12.2"""
357,58336189,NULL,footway,NULL,NULL,NULL,NULL,0,"""foot""=>""yes"""
358,383593827,Galileo Galilei Way,secondary,NULL,NULL,NULL,NULL,6,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""cycleway""=>""lane"",""hazmat""=>""designated"",""lanes""=>""2"",""massgis:way_id""=>""146255"",""oneway""=>""yes"",""width""=>""12.2"""
359,8615549,Hampshire Court,service,NULL,NULL,NULL,NULL,0,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""189945"",""oneway""=>""-1"",""service""=>""parking_aisle"",""width""=>""3.0"""
360,383593828,NULL,secondary,NULL,NULL,NULL,NULL,6,"""oneway""=>""yes"""
361,8615550,Amherst Street,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""49"""
362,8615556,NULL,residential,NULL,NULL,NULL,NULL,3,"""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""49"""
363,37389388,NULL,service,NULL,NULL,NULL,NULL,0,"""access""=>""private"""
364,8614708,Fifth Street,residential,NULL,NULL,NULL,NULL,3,"""alt_name""=>""5th Street"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""192238"",""width""=>""14.6"""
